R2 score

+-------------------+------------------+--------------+-------------+---------------+
| обучение образцы  | тестовые образцы | Угол нашивки |  Layer Size | Number Layers |
|        -0.01      |       -0.13      |          0   |        35   |       41      |
|        -0.00      |       -0.05      |         90   |        35   |       42      |
|        -0.00      |       -0.05      |          0   |        35   |       42      |
|        -0.00      |       -0.09      |         90   |        35   |       43      |
|        -0.05      |       -0.00      |          0   |        35   |       43      |
|        -0.02      |       -0.02      |         90   |        35   |       44      |
|        -0.01      |       -0.15      |          0   |        35   |       44      |
|        -0.05      |       -0.00      |         90   |        35   |       45      |
|        -0.03      |       -0.01      |          0   |        35   |       45      |
|        -0.01      |       -0.15      |         90   |        35   |       46      |
|        -0.00      |       -0.09      |          0   |        35   |       46      |
|        -0.00      |       -0.12      |         90   |        35   |       47      |
|        -0.00      |       -0.08      |          0   |        35   |       47      |
|        -0.07      |       -0.00      |         90   |        35   |       48      |
|        -0.01      |       -0.04      |          0   |        35   |       48      |
|        -0.00      |       -0.07      |         90   |        35   |       49      |
|        -0.00      |       -0.05      |          0   |        35   |       49      |
|        -0.00      |       -0.12      |         90   |        35   |       50      |
|        -0.00      |       -0.05      |          0   |        35   |       50      |
|        -0.00      |       -0.08      |         90   |        35   |       51      |
|        -0.00      |       -0.08      |          0   |        35   |       51      |
|        -0.00      |       -0.07      |         90   |        35   |       52      |
|        -0.01      |       -0.15      |          0   |        35   |       52      |
|        -0.01      |       -0.14      |         90   |        35   |       53      |
|        -0.00      |       -0.09      |          0   |        35   |       53      |
|        -0.00      |       -0.07      |         90   |        35   |       54      |
|        -0.00      |       -0.09      |          0   |        35   |       54      |
|        -0.00      |       -0.08      |         90   |        35   |       55      |
|        -0.00      |       -0.09      |          0   |        35   |       55      |
|        -0.01      |       -0.14      |         90   |        35   |       56      |
|        -0.01      |       -0.04      |          0   |        35   |       56      |
|        -0.00      |       -0.06      |         90   |        35   |       57      |
|        -0.00      |       -0.05      |          0   |        35   |       57      |
|        -0.00      |       -0.11      |         90   |        35   |       58      |
|        -0.01      |       -0.15      |          0   |        35   |       58      |
|        -0.00      |       -0.08      |         90   |        35   |       59      |
|        -0.00      |       -0.05      |          0   |        35   |       59      |
|        +0.99      |       -1.04      |         90   |        36   |       10      |
|        +1.00      |       -0.63      |          0   |        36   |       10      |
|        +0.99      |       -0.87      |         90   |        36   |       11      |
|        +1.00      |       -1.26      |          0   |        36   |       11      |
|        +0.97      |       -1.11      |         90   |        36   |       12      |
|        +1.00      |       -1.18      |          0   |        36   |       12      |
|        +0.99      |       -1.65      |         90   |        36   |       13      |
|        +0.99      |       -1.37      |          0   |        36   |       13      |
|        +0.95      |       -0.27      |         90   |        36   |       14      |
|        +0.99      |       -1.08      |          0   |        36   |       14      |
|        +1.00      |       -0.77      |         90   |        36   |       15      |
|        +0.99      |       -0.95      |          0   |        36   |       15      |
|        +0.99      |       -0.93      |         90   |        36   |       16      |
|        +0.96      |       -1.52      |          0   |        36   |       16      |
|        +0.99      |       -0.63      |         90   |        36   |       17      |
|        +0.99      |       -1.21      |          0   |        36   |       17      |
|        +1.00      |       -0.75      |         90   |        36   |       18      |
|        +0.98      |       -0.93      |          0   |        36   |       18      |
|        +0.99      |       -0.80      |         90   |        36   |       19      |
|        +0.99      |       -0.73      |          0   |        36   |       19      |
|        +1.00      |       -0.63      |         90   |        36   |       20      |
|        +0.99      |       -1.13      |          0   |        36   |       20      |
|        +1.00      |       -1.03      |         90   |        36   |       21      |
|        +0.98      |       -1.02      |          0   |        36   |       21      |
|        +0.97      |       -0.89      |         90   |        36   |       22      |
|        +1.00      |       -1.08      |          0   |        36   |       22      |
|        +1.00      |       -0.85      |         90   |        36   |       23      |
|        +1.00      |       -1.39      |          0   |        36   |       23      |
|        +0.99      |       -0.99      |         90   |        36   |       24      |
|        +1.00      |       -0.94      |          0   |        36   |       24      |
|        +1.00      |       -1.04      |         90   |        36   |       25      |
|        +1.00      |       -1.39      |          0   |        36   |       25      |
|        +0.99      |       -1.31      |         90   |        36   |       26      |
|        +0.99      |       -1.27      |          0   |        36   |       26      |
|        +0.97      |       -0.86      |         90   |        36   |       27      |
|        +1.00      |       -1.93      |          0   |        36   |       27      |
|        +1.00      |       -1.16      |         90   |        36   |       28      |
|        +0.97      |       -1.00      |          0   |        36   |       28      |
|        +0.98      |       -0.62      |         90   |        36   |       29      |
|        +0.91      |       -0.79      |          0   |        36   |       29      |
|        +0.99      |       -1.36      |         90   |        36   |       30      |
|        +0.94      |       -0.91      |          0   |        36   |       30      |
|        +0.98      |       -1.15      |         90   |        36   |       31      |
|        +0.74      |       -0.92      |          0   |        36   |       31      |
|        +0.98      |       -0.82      |         90   |        36   |       32      |
|        +0.85      |       -0.98      |          0   |        36   |       32      |
|        -0.00      |       -0.12      |         90   |        36   |       33      |
|        -0.01      |       -0.13      |          0   |        36   |       33      |
|        -0.02      |       -0.21      |         90   |        36   |       34      |
|        -0.00      |       -0.07      |          0   |        36   |       34      |
|        -0.00      |       -0.08      |         90   |        36   |       35      |
|        -0.03      |       -0.22      |          0   |        36   |       35      |
|        -0.01      |       -0.04      |         90   |        36   |       36      |
|        -0.01      |       -0.16      |          0   |        36   |       36      |
|        -0.02      |       -0.19      |         90   |        36   |       37      |
|        -0.05      |       -0.00      |          0   |        36   |       37      |
|        -0.00      |       -0.11      |         90   |        36   |       38      |
|        -0.00      |       -0.10      |          0   |        36   |       38      |
|        -0.01      |       -0.14      |         90   |        36   |       39      |
|        -0.01      |       -0.04      |          0   |        36   |       39      |
|        -0.02      |       -0.02      |         90   |        36   |       40      |
|        -0.00      |       -0.09      |          0   |        36   |       40      |
|        -0.04      |       -0.24      |         90   |        36   |       41      |
|        -0.00      |       -0.09      |          0   |        36   |       41      |
|        -0.01      |       -0.16      |         90   |        36   |       42      |
|        -0.00      |       -0.06      |          0   |        36   |       42      |
|        -0.02      |       -0.20      |         90   |        36   |       43      |
|        -0.03      |       -0.20      |          0   |        36   |       43      |
|        -0.01      |       -0.04      |         90   |        36   |       44      |
|        -0.00      |       -0.09      |          0   |        36   |       44      |
|        -0.05      |       -0.00      |         90   |        36   |       45      |
|        -0.05      |       -0.26      |          0   |        36   |       45      |
|        -0.01      |       -0.03      |         90   |        36   |       46      |
|        -0.02      |       -0.02      |          0   |        36   |       46      |
|        -0.01      |       -0.16      |         90   |        36   |       47      |
|        -0.00      |       -0.06      |          0   |        36   |       47      |
|        -0.01      |       -0.03      |         90   |        36   |       48      |
|        -0.02      |       -0.02      |          0   |        36   |       48      |
|        -0.00      |       -0.05      |         90   |        36   |       49      |
|        -0.01      |       -0.04      |          0   |        36   |       49      |
|        -0.00      |       -0.08      |         90   |        36   |       50      |
|        -0.00      |       -0.05      |          0   |        36   |       50      |
|        -0.02      |       -0.02      |         90   |        36   |       51      |
|        -0.01      |       -0.13      |          0   |        36   |       51      |
|        -0.03      |       -0.01      |         90   |        36   |       52      |
|        -0.00      |       -0.09      |          0   |        36   |       52      |
|        -0.02      |       -0.02      |         90   |        36   |       53      |
|        -0.00      |       -0.07      |          0   |        36   |       53      |
|        -0.01      |       -0.04      |         90   |        36   |       54      |
|        -0.00      |       -0.08      |          0   |        36   |       54      |
|        -0.00      |       -0.11      |         90   |        36   |       55      |
|        -0.00      |       -0.07      |          0   |        36   |       55      |
|        -0.02      |       -0.02      |         90   |        36   |       56      |
|        -0.00      |       -0.10      |          0   |        36   |       56      |
|        -0.03      |       -0.22      |         90   |        36   |       57      |
|        -0.02      |       -0.02      |          0   |        36   |       57      |
|        -0.04      |       -0.01      |         90   |        36   |       58      |
|        -0.00      |       -0.08      |          0   |        36   |       58      |
|        -0.01      |       -0.04      |         90   |        36   |       59      |
|        -0.03      |       -0.01      |          0   |        36   |       59      |
|        +1.00      |       -0.73      |         90   |        37   |       10      |
|        +0.99      |       -1.20      |          0   |        37   |       10      |
|        +0.99      |       -1.17      |         90   |        37   |       11      |
|        +0.97      |       -1.05      |          0   |        37   |       11      |
|        +0.99      |       -1.08      |         90   |        37   |       12      |
|        +1.00      |       -0.75      |          0   |        37   |       12      |
|        +0.99      |       -0.91      |         90   |        37   |       13      |
|        +1.00      |       -0.50      |          0   |        37   |       13      |
|        +1.00      |       -1.13      |         90   |        37   |       14      |
|        +1.00      |       -0.57      |          0   |        37   |       14      |
|        +1.00      |       -1.14      |         90   |        37   |       15      |
|        +0.99      |       -0.87      |          0   |        37   |       15      |
|        +1.00      |       -0.51      |         90   |        37   |       16      |
|        +0.99      |       -0.87      |          0   |        37   |       16      |
|        +1.00      |       -1.20      |         90   |        37   |       17      |
|        +0.99      |       -0.68      |          0   |        37   |       17      |
|        +1.00      |       -1.28      |         90   |        37   |       18      |
|        +0.99      |       -0.45      |          0   |        37   |       18      |
|        +0.99      |       -1.61      |         90   |        37   |       19      |
|        +0.99      |       -0.30      |          0   |        37   |       19      |
|        +0.98      |       -1.16      |         90   |        37   |       20      |
|        +1.00      |       -0.79      |          0   |        37   |       20      |
|        +0.99      |       -1.00      |         90   |        37   |       21      |
|        +0.98      |       -0.75      |          0   |        37   |       21      |
|        +0.99      |       -1.28      |         90   |        37   |       22      |
|        +0.99      |       -0.65      |          0   |        37   |       22      |
|        +1.00      |       -1.38      |         90   |        37   |       23      |
|        +0.99      |       -0.54      |          0   |        37   |       23      |
|        +0.99      |       -1.37      |         90   |        37   |       24      |
|        +0.96      |       -0.64      |          0   |        37   |       24      |
|        +0.95      |       -1.19      |         90   |        37   |       25      |
|        +1.00      |       -0.92      |          0   |        37   |       25      |
|        +1.00      |       -1.20      |         90   |        37   |       26      |
|        +0.99      |       -0.80      |          0   |        37   |       26      |
|        +0.92      |       -1.39      |         90   |        37   |       27      |
|        +0.99      |       -0.74      |          0   |        37   |       27      |
|        +0.95      |       -1.08      |         90   |        37   |       28      |
|        +0.99      |       -0.56      |          0   |        37   |       28      |
|        +0.98      |       -1.32      |         90   |        37   |       29      |
|        +0.97      |       -0.33      |          0   |        37   |       29      |
|        +0.99      |       -2.15      |         90   |        37   |       30      |
|        +0.98      |       -0.54      |          0   |        37   |       30      |
|        +0.88      |       -1.02      |         90   |        37   |       31      |
|        +0.98      |       -0.78      |          0   |        37   |       31      |
|        -0.03      |       -0.01      |         90   |        37   |       32      |
|        -0.00      |       -0.09      |          0   |        37   |       32      |
|        -0.00      |       -0.12      |         90   |        37   |       33      |
|        -0.02      |       -0.19      |          0   |        37   |       33      |
|        -0.02      |       -0.02      |         90   |        37   |       34      |
|        -0.01      |       -0.13      |          0   |        37   |       34      |
|        -0.00      |       -0.07      |         90   |        37   |       35      |
|        -0.01      |       -0.15      |          0   |        37   |       35      |
|        -0.00      |       -0.05      |         90   |        37   |       36      |
|        -0.00      |       -0.07      |          0   |        37   |       36      |
|        -0.02      |       -0.02      |         90   |        37   |       37      |
|        -0.00      |       -0.06      |          0   |        37   |       37      |
|        -0.00      |       -0.07      |         90   |        37   |       38      |
|        -0.03      |       -0.01      |          0   |        37   |       38      |
|        -0.01      |       -0.03      |         90   |        37   |       39      |
|        -0.01      |       -0.13      |          0   |        37   |       39      |
|        -0.02      |       -0.18      |         90   |        37   |       40      |
|        -0.00      |       -0.07      |          0   |        37   |       40      |
|        -0.00      |       -0.09      |         90   |        37   |       41      |
|        -0.01      |       -0.04      |          0   |        37   |       41      |
|        -0.01      |       -0.04      |         90   |        37   |       42      |
|        -0.03      |       -0.02      |          0   |        37   |       42      |
|        -0.05      |       -0.26      |         90   |        37   |       43      |
|        -0.01      |       -0.14      |          0   |        37   |       43      |
|        -0.01      |       -0.14      |         90   |        37   |       44      |
|        -0.00      |       -0.07      |          0   |        37   |       44      |
|        -0.00      |       -0.11      |         90   |        37   |       45      |
|        -0.02      |       -0.17      |          0   |        37   |       45      |
|        -0.02      |       -0.20      |         90   |        37   |       46      |
|        -0.00      |       -0.05      |          0   |        37   |       46      |
|        -0.01      |       -0.16      |         90   |        37   |       47      |
|        -0.00      |       -0.05      |          0   |        37   |       47      |
|        -0.00      |       -0.09      |         90   |        37   |       48      |
|        -0.00      |       -0.06      |          0   |        37   |       48      |
|        -0.04      |       -0.01      |         90   |        37   |       49      |
|        -0.00      |       -0.12      |          0   |        37   |       49      |
|        -0.00      |       -0.13      |         90   |        37   |       50      |
|        -0.00      |       -0.12      |          0   |        37   |       50      |
|        -0.01      |       -0.14      |         90   |        37   |       51      |
|        -0.00      |       -0.05      |          0   |        37   |       51      |
|        -0.01      |       -0.14      |         90   |        37   |       52      |
|        -0.00      |       -0.07      |          0   |        37   |       52      |
|        -0.03      |       -0.01      |         90   |        37   |       53      |
|        -0.01      |       -0.16      |          0   |        37   |       53      |
|        -0.00      |       -0.09      |         90   |        37   |       54      |
|        -0.07      |       -0.00      |          0   |        37   |       54      |
|        -0.01      |       -0.04      |         90   |        37   |       55      |
|        -0.01      |       -0.04      |          0   |        37   |       55      |
|        -0.04      |       -0.00      |         90   |        37   |       56      |
|        -0.00      |       -0.10      |          0   |        37   |       56      |
|        -0.09      |       -0.00      |         90   |        37   |       57      |
|        -0.00      |       -0.10      |          0   |        37   |       57      |
|        -0.01      |       -0.03      |         90   |        37   |       58      |
|        -0.00      |       -0.07      |          0   |        37   |       58      |
|        -0.01      |       -0.14      |         90   |        37   |       59      |
|        -0.01      |       -0.03      |          0   |        37   |       59      |
|        +0.98      |       -1.05      |         90   |        38   |       10      |
|        +0.99      |       -1.65      |          0   |        38   |       10      |
|        +0.99      |       -1.05      |         90   |        38   |       11      |
|        +1.00      |       -1.17      |          0   |        38   |       11      |
|        +0.98      |       -0.81      |         90   |        38   |       12      |
|        +0.99      |       -1.07      |          0   |        38   |       12      |
|        +0.99      |       -0.64      |         90   |        38   |       13      |
|        +0.99      |       -1.33      |          0   |        38   |       13      |
|        +0.99      |       -0.46      |         90   |        38   |       14      |
|        +0.98      |       -0.99      |          0   |        38   |       14      |
|        +1.00      |       -1.30      |         90   |        38   |       15      |
|        +0.99      |       -1.34      |          0   |        38   |       15      |
|        +0.99      |       -1.36      |         90   |        38   |       16      |
|        +0.98      |       -0.75      |          0   |        38   |       16      |
|        +0.98      |       -0.91      |         90   |        38   |       17      |
|        +0.99      |       -1.39      |          0   |        38   |       17      |
|        +0.99      |       -0.87      |         90   |        38   |       18      |
|        +0.99      |       -1.15      |          0   |        38   |       18      |
|        +0.99      |       -1.18      |         90   |        38   |       19      |
|        +0.98      |       -0.99      |          0   |        38   |       19      |
|        +0.99      |       -0.80      |         90   |        38   |       20      |
|        +0.99      |       -1.03      |          0   |        38   |       20      |
|        +1.00      |       -1.10      |         90   |        38   |       21      |
|        +0.96      |       -1.19      |          0   |        38   |       21      |
|        +0.95      |       -1.16      |         90   |        38   |       22      |
|        +0.99      |       -0.93      |          0   |        38   |       22      |
|        +1.00      |       -1.15      |         90   |        38   |       23      |
|        +0.97      |       -1.65      |          0   |        38   |       23      |
|        +1.00      |       -0.90      |         90   |        38   |       24      |
|        +1.00      |       -1.43      |          0   |        38   |       24      |
|        +0.98      |       -1.25      |         90   |        38   |       25      |
|        +0.99      |       -1.26      |          0   |        38   |       25      |
|        +0.99      |       -1.15      |         90   |        38   |       26      |
|        +1.00      |       -1.46      |          0   |        38   |       26      |
|        -0.01      |       -0.16      |         90   |        38   |       27      |
|        -0.00      |       -0.05      |          0   |        38   |       27      |
|        -0.01      |       -0.15      |         90   |        38   |       28      |
|        +0.99      |       -0.91      |          0   |        38   |       28      |
|        +1.00      |       -1.37      |         90   |        38   |       29      |
|        +1.00      |       -1.16      |          0   |        38   |       29      |
|        -0.03      |       -0.01      |         90   |        38   |       30      |
|        +0.98      |       -1.48      |          0   |        38   |       30      |
|        -0.00      |       -0.10      |         90   |        38   |       31      |
|        -0.04      |       -0.24      |          0   |        38   |       31      |
|        +0.98      |       -1.27      |         90   |        38   |       32      |
|        -0.00      |       -0.09      |          0   |        38   |       32      |
|        -0.01      |       -0.15      |         90   |        38   |       33      |
|        -0.01      |       -0.04      |          0   |        38   |       33      |
|        -0.01      |       -0.04      |         90   |        38   |       34      |
|        -0.01      |       -0.03      |          0   |        38   |       34      |
|        -0.00      |       -0.06      |         90   |        38   |       35      |
|        -0.01      |       -0.13      |          0   |        38   |       35      |
|        -0.00      |       -0.06      |         90   |        38   |       36      |
|        -0.00      |       -0.06      |          0   |        38   |       36      |
|        -0.02      |       -0.02      |         90   |        38   |       37      |
|        -0.00      |       -0.05      |          0   |        38   |       37      |
|        -0.01      |       -0.04      |         90   |        38   |       38      |
|        -0.00      |       -0.11      |          0   |        38   |       38      |
|        -0.00      |       -0.08      |         90   |        38   |       39      |
|        -0.02      |       -0.02      |          0   |        38   |       39      |
|        -0.02      |       -0.02      |         90   |        38   |       40      |
|        -0.02      |       -0.02      |          0   |        38   |       40      |
|        -0.00      |       -0.12      |         90   |        38   |       41      |
|        -0.05      |       -0.25      |          0   |        38   |       41      |
|        -0.01      |       -0.03      |         90   |        38   |       42      |
|        -0.00      |       -0.05      |          0   |        38   |       42      |
|        -0.01      |       -0.16      |         90   |        38   |       43      |
|        -0.01      |       -0.13      |          0   |        38   |       43      |
|        -0.00      |       -0.07      |         90   |        38   |       44      |
|        -0.01      |       -0.04      |          0   |        38   |       44      |
|        -0.00      |       -0.05      |         90   |        38   |       45      |
|        -0.04      |       -0.23      |          0   |        38   |       45      |
|        -0.00      |       -0.10      |         90   |        38   |       46      |
|        -0.01      |       -0.03      |          0   |        38   |       46      |
|        -0.01      |       -0.03      |         90   |        38   |       47      |
|        -0.04      |       -0.24      |          0   |        38   |       47      |
|        -0.00      |       -0.06      |         90   |        38   |       48      |
|        -0.01      |       -0.03      |          0   |        38   |       48      |
|        -0.01      |       -0.04      |         90   |        38   |       49      |
|        -0.00      |       -0.12      |          0   |        38   |       49      |
|        -0.01      |       -0.16      |         90   |        38   |       50      |
|        -0.01      |       -0.04      |          0   |        38   |       50      |
|        -0.03      |       -0.23      |         90   |        38   |       51      |
|        -0.00      |       -0.11      |          0   |        38   |       51      |
|        -0.00      |       -0.05      |         90   |        38   |       52      |
|        -0.01      |       -0.03      |          0   |        38   |       52      |
|        -0.00      |       -0.07      |         90   |        38   |       53      |
|        -0.01      |       -0.05      |          0   |        38   |       53      |
|        -0.00      |       -0.05      |         90   |        38   |       54      |
|        -0.08      |       -0.32      |          0   |        38   |       54      |
|        -0.01      |       -0.03      |         90   |        38   |       55      |
|        -0.00      |       -0.11      |          0   |        38   |       55      |
|        -0.01      |       -0.04      |         90   |        38   |       56      |
|        -0.00      |       -0.07      |          0   |        38   |       56      |
|        -0.01      |       -0.03      |         90   |        38   |       57      |
|        -0.02      |       -0.02      |          0   |        38   |       57      |
|        -0.01      |       -0.15      |         90   |        38   |       58      |
|        -0.00      |       -0.11      |          0   |        38   |       58      |
|        -0.02      |       -0.19      |         90   |        38   |       59      |
|        -0.01      |       -0.14      |          0   |        38   |       59      |
|        +1.00      |       -1.13      |         90   |        39   |       10      |
|        +0.99      |       -0.94      |          0   |        39   |       10      |
|        +1.00      |       -1.00      |         90   |        39   |       11      |
|        +0.99      |       -0.78      |          0   |        39   |       11      |
|        +0.99      |       -1.24      |         90   |        39   |       12      |
|        +0.99      |       -0.67      |          0   |        39   |       12      |
|        +0.99      |       -0.70      |         90   |        39   |       13      |
|        +1.00      |       -0.46      |          0   |        39   |       13      |
|        +0.97      |       -1.18      |         90   |        39   |       14      |
|        +1.00      |       -1.27      |          0   |        39   |       14      |
|        +0.99      |       -0.90      |         90   |        39   |       15      |
|        +0.97      |       -1.28      |          0   |        39   |       15      |
|        +1.00      |       -1.57      |         90   |        39   |       16      |
|        +0.99      |       -0.79      |          0   |        39   |       16      |
|        +1.00      |       -0.97      |         90   |        39   |       17      |
|        +1.00      |       -0.95      |          0   |        39   |       17      |
|        +0.99      |       -0.75      |         90   |        39   |       18      |
|        +0.97      |       -1.11      |          0   |        39   |       18      |
|        +0.99      |       -1.02      |         90   |        39   |       19      |
|        +1.00      |       -0.52      |          0   |        39   |       19      |
|        +1.00      |       -0.86      |         90   |        39   |       20      |
|        +0.99      |       -0.87      |          0   |        39   |       20      |
|        +0.94      |       -1.02      |         90   |        39   |       21      |
|        +0.99      |       -0.88      |          0   |        39   |       21      |
|        +1.00      |       -1.12      |         90   |        39   |       22      |
|        +1.00      |       -0.89      |          0   |        39   |       22      |
|        +0.98      |       -1.28      |         90   |        39   |       23      |
|        +1.00      |       -1.13      |          0   |        39   |       23      |
|        +1.00      |       -1.23      |         90   |        39   |       24      |
|        +1.00      |       -0.82      |          0   |        39   |       24      |
|        +1.00      |       -1.07      |         90   |        39   |       25      |
|        +0.99      |       -1.09      |          0   |        39   |       25      |
|        +1.00      |       -0.92      |         90   |        39   |       26      |
|        +1.00      |       -0.73      |          0   |        39   |       26      |
|        +1.00      |       -1.61      |         90   |        39   |       27      |
|        +1.00      |       -1.09      |          0   |        39   |       27      |
|        +0.98      |       -1.38      |         90   |        39   |       28      |
|        +0.97      |       -0.50      |          0   |        39   |       28      |
|        +1.00      |       -1.84      |         90   |        39   |       29      |
|        +0.72      |       -0.97      |          0   |        39   |       29      |
|        +0.99      |       -0.67      |         90   |        39   |       30      |
|        +0.96      |       -0.98      |          0   |        39   |       30      |
|        +0.99      |       -1.26      |         90   |        39   |       31      |
|        +0.90      |       -0.86      |          0   |        39   |       31      |
|        +0.99      |       -0.82      |         90   |        39   |       32      |
|        +0.90      |       -1.70      |          0   |        39   |       32      |
|        -0.02      |       -0.02      |         90   |        39   |       33      |
|        -0.00      |       -0.12      |          0   |        39   |       33      |
|        -0.05      |       -0.00      |         90   |        39   |       34      |
|        +0.98      |       -1.28      |          0   |        39   |       34      |
|        -0.00      |       -0.07      |         90   |        39   |       35      |
|        -0.00      |       -0.11      |          0   |        39   |       35      |
|        -0.01      |       -0.16      |         90   |        39   |       36      |
|        -0.03      |       -0.01      |          0   |        39   |       36      |
|        -0.00      |       -0.13      |         90   |        39   |       37      |
|        -0.01      |       -0.04      |          0   |        39   |       37      |
|        -0.00      |       -0.09      |         90   |        39   |       38      |
|        -0.02      |       -0.02      |          0   |        39   |       38      |
|        -0.00      |       -0.05      |         90   |        39   |       39      |
|        -0.00      |       -0.11      |          0   |        39   |       39      |
|        -0.03      |       -0.21      |         90   |        39   |       40      |
|        -0.03      |       -0.21      |          0   |        39   |       40      |
|        -0.00      |       -0.12      |         90   |        39   |       41      |
|        -0.01      |       -0.13      |          0   |        39   |       41      |
|        -0.01      |       -0.14      |         90   |        39   |       42      |
|        -0.00      |       -0.09      |          0   |        39   |       42      |
|        -0.01      |       -0.14      |         90   |        39   |       43      |
|        -0.01      |       -0.15      |          0   |        39   |       43      |
|        -0.01      |       -0.13      |         90   |        39   |       44      |
|        -0.00      |       -0.12      |          0   |        39   |       44      |
|        -0.01      |       -0.14      |         90   |        39   |       45      |
|        -0.00      |       -0.09      |          0   |        39   |       45      |
|        -0.03      |       -0.23      |         90   |        39   |       46      |
|        -0.01      |       -0.03      |          0   |        39   |       46      |
|        -0.00      |       -0.06      |         90   |        39   |       47      |
|        -0.01      |       -0.13      |          0   |        39   |       47      |
|        -0.00      |       -0.08      |         90   |        39   |       48      |
|        -0.05      |       -0.25      |          0   |        39   |       48      |
|        -0.01      |       -0.03      |         90   |        39   |       49      |
|        -0.02      |       -0.03      |          0   |        39   |       49      |
|        -0.00      |       -0.07      |         90   |        39   |       50      |
|        -0.06      |       -0.00      |          0   |        39   |       50      |
|        -0.00      |       -0.08      |         90   |        39   |       51      |
|        -0.01      |       -0.03      |          0   |        39   |       51      |
|        -0.00      |       -0.06      |         90   |        39   |       52      |
|        -0.05      |       -0.00      |          0   |        39   |       52      |
|        -0.01      |       -0.16      |         90   |        39   |       53      |
|        -0.00      |       -0.11      |          0   |        39   |       53      |
|        -0.02      |       -0.18      |         90   |        39   |       54      |
|        -0.01      |       -0.03      |          0   |        39   |       54      |
|        -0.00      |       -0.07      |         90   |        39   |       55      |
|        -0.00      |       -0.07      |          0   |        39   |       55      |
|        -0.07      |       -0.00      |         90   |        39   |       56      |
|        -0.00      |       -0.12      |          0   |        39   |       56      |
|        -0.00      |       -0.10      |         90   |        39   |       57      |
|        -0.03      |       -0.21      |          0   |        39   |       57      |
|        -0.00      |       -0.08      |         90   |        39   |       58      |
|        -0.00      |       -0.07      |          0   |        39   |       58      |
|        -0.01      |       -0.16      |         90   |        39   |       59      |
|        -0.00      |       -0.06      |          0   |        39   |       59      |
|        +1.00      |       -0.97      |         90   |        40   |       10      |
|        +1.00      |       -0.91      |          0   |        40   |       10      |
|        +0.95      |       -1.01      |         90   |        40   |       11      |
|        +1.00      |       -0.64      |          0   |        40   |       11      |
|        +0.99      |       -1.73      |         90   |        40   |       12      |
|        +1.00      |       -1.07      |          0   |        40   |       12      |
|        +0.99      |       -1.61      |         90   |        40   |       13      |
|        +0.99      |       -0.91      |          0   |        40   |       13      |
|        +0.99      |       -1.72      |         90   |        40   |       14      |
|        +0.99      |       -1.63      |          0   |        40   |       14      |
|        +1.00      |       -1.41      |         90   |        40   |       15      |
|        +1.00      |       -0.84      |          0   |        40   |       15      |
|        +0.94      |       -1.51      |         90   |        40   |       16      |
|        +1.00      |       -1.07      |          0   |        40   |       16      |
|        +1.00      |       -1.15      |         90   |        40   |       17      |
|        +0.96      |       -1.30      |          0   |        40   |       17      |
|        +0.99      |       -1.14      |         90   |        40   |       18      |
|        +1.00      |       -1.19      |          0   |        40   |       18      |
|        +1.00      |       -1.27      |         90   |        40   |       19      |
|        +1.00      |       -0.82      |          0   |        40   |       19      |
|        +0.99      |       -1.04      |         90   |        40   |       20      |
|        +0.98      |       -1.42      |          0   |        40   |       20      |
|        +1.00      |       -0.95      |         90   |        40   |       21      |
|        +1.00      |       -1.01      |          0   |        40   |       21      |
|        +1.00      |       -0.85      |         90   |        40   |       22      |
|        +1.00      |       -1.53      |          0   |        40   |       22      |
|        +1.00      |       -1.61      |         90   |        40   |       23      |
|        +1.00      |       -1.18      |          0   |        40   |       23      |
|        +0.99      |       -0.86      |         90   |        40   |       24      |
|        +1.00      |       -0.97      |          0   |        40   |       24      |
|        +1.00      |       -0.83      |         90   |        40   |       25      |
|        +0.98      |       -0.91      |          0   |        40   |       25      |
|        +1.00      |       -1.37      |         90   |        40   |       26      |
|        +0.94      |       -1.46      |          0   |        40   |       26      |
|        +0.98      |       -1.56      |         90   |        40   |       27      |
|        +0.97      |       -0.65      |          0   |        40   |       27      |
|        +0.99      |       -2.03      |         90   |        40   |       28      |
|        +0.96      |       -1.73      |          0   |        40   |       28      |
|        -0.02      |       -0.02      |         90   |        40   |       29      |
|        +0.95      |       -1.26      |          0   |        40   |       29      |
|        +1.00      |       -1.21      |         90   |        40   |       30      |
|        +0.97      |       -0.77      |          0   |        40   |       30      |
|        +1.00      |       -0.75      |         90   |        40   |       31      |
|        +0.99      |       -0.77      |          0   |        40   |       31      |
|        -0.00      |       -0.05      |         90   |        40   |       32      |
|        -0.06      |       -0.27      |          0   |        40   |       32      |
|        -0.00      |       -0.06      |         90   |        40   |       33      |
|        -0.00      |       -0.08      |          0   |        40   |       33      |
|        +1.00      |       -1.25      |         90   |        40   |       34      |
|        -0.00      |       -0.07      |          0   |        40   |       34      |
|        +0.98      |       -1.25      |         90   |        40   |       35      |
|        -0.00      |       -0.09      |          0   |        40   |       35      |
|        -0.01      |       -0.14      |         90   |        40   |       36      |
|        -0.00      |       -0.06      |          0   |        40   |       36      |
|        +0.94      |       -1.73      |         90   |        40   |       37      |
|        -0.00      |       -0.11      |          0   |        40   |       37      |
|        -0.00      |       -0.13      |         90   |        40   |       38      |
|        -0.00      |       -0.10      |          0   |        40   |       38      |
|        -0.01      |       -0.03      |         90   |        40   |       39      |
|        -0.00      |       -0.09      |          0   |        40   |       39      |
