R2 score

+-------------------+------------------+--------------+-------------+---------------+
| обучение образцы  | тестовые образцы | Угол нашивки |  Layer Size | Number Layers |
|        -0.00      |       -0.08      |         90   |        25   |       45      |
|        -0.01      |       -0.14      |          0   |        25   |       45      |
|        -0.00      |       -0.05      |         90   |        25   |       46      |
|        -0.00      |       -0.05      |          0   |        25   |       46      |
|        -0.00      |       -0.07      |         90   |        25   |       47      |
|        -0.06      |       -0.28      |          0   |        25   |       47      |
|        -0.01      |       -0.16      |         90   |        25   |       48      |
|        -0.03      |       -0.20      |          0   |        25   |       48      |
|        -0.01      |       -0.14      |         90   |        25   |       49      |
|        -0.00      |       -0.10      |          0   |        25   |       49      |
|        -0.00      |       -0.13      |         90   |        25   |       50      |
|        -0.01      |       -0.03      |          0   |        25   |       50      |
|        -0.00      |       -0.07      |         90   |        25   |       51      |
|        -0.00      |       -0.07      |          0   |        25   |       51      |
|        -0.00      |       -0.09      |         90   |        25   |       52      |
|        -0.01      |       -0.14      |          0   |        25   |       52      |
|        -0.03      |       -0.01      |         90   |        25   |       53      |
|        -0.01      |       -0.04      |          0   |        25   |       53      |
|        -0.00      |       -0.11      |         90   |        25   |       54      |
|        -0.01      |       -0.16      |          0   |        25   |       54      |
|        -0.02      |       -0.18      |         90   |        25   |       55      |
|        -0.08      |       -0.00      |          0   |        25   |       55      |
|        -0.00      |       -0.05      |         90   |        25   |       56      |
|        -0.00      |       -0.06      |          0   |        25   |       56      |
|        -0.00      |       -0.11      |         90   |        25   |       57      |
|        -0.00      |       -0.10      |          0   |        25   |       57      |
|        -0.02      |       -0.20      |         90   |        25   |       58      |
|        -0.00      |       -0.07      |          0   |        25   |       58      |
|        -0.00      |       -0.12      |         90   |        25   |       59      |
|        -0.01      |       -0.04      |          0   |        25   |       59      |
|        +0.98      |       -1.94      |         90   |        26   |       10      |
|        +0.99      |       -1.55      |          0   |        26   |       10      |
|        +0.98      |       -1.63      |         90   |        26   |       11      |
|        +0.97      |       -1.65      |          0   |        26   |       11      |
|        +0.96      |       -0.52      |         90   |        26   |       12      |
|        +0.99      |       -1.02      |          0   |        26   |       12      |
|        +0.99      |       -1.13      |         90   |        26   |       13      |
|        +0.98      |       -1.46      |          0   |        26   |       13      |
|        +0.97      |       -1.33      |         90   |        26   |       14      |
|        +0.99      |       -1.09      |          0   |        26   |       14      |
|        +0.99      |       -1.62      |         90   |        26   |       15      |
|        +1.00      |       -2.00      |          0   |        26   |       15      |
|        +0.98      |       -1.35      |         90   |        26   |       16      |
|        +0.99      |       -1.32      |          0   |        26   |       16      |
|        +0.99      |       -1.26      |         90   |        26   |       17      |
|        +0.99      |       -0.96      |          0   |        26   |       17      |
|        +0.99      |       -1.26      |         90   |        26   |       18      |
|        +0.97      |       -1.54      |          0   |        26   |       18      |
|        +1.00      |       -1.27      |         90   |        26   |       19      |
|        +0.99      |       -0.42      |          0   |        26   |       19      |
|        +0.99      |       -1.00      |         90   |        26   |       20      |
|        +1.00      |       -0.83      |          0   |        26   |       20      |
|        +0.98      |       -1.10      |         90   |        26   |       21      |
|        +0.99      |       -0.86      |          0   |        26   |       21      |
|        +0.95      |       -0.93      |         90   |        26   |       22      |
|        +1.00      |       -0.46      |          0   |        26   |       22      |
|        +0.99      |       -1.61      |         90   |        26   |       23      |
|        +0.78      |       -0.69      |          0   |        26   |       23      |
|        +0.98      |       -1.89      |         90   |        26   |       24      |
|        +0.98      |       -1.58      |          0   |        26   |       24      |
|        +0.99      |       -1.43      |         90   |        26   |       25      |
|        +0.99      |       -1.05      |          0   |        26   |       25      |
|        +0.99      |       -1.72      |         90   |        26   |       26      |
|        +0.99      |       -2.02      |          0   |        26   |       26      |
|        +0.98      |       -2.23      |         90   |        26   |       27      |
|        +0.98      |       -1.77      |          0   |        26   |       27      |
|        +0.99      |       -1.85      |         90   |        26   |       28      |
|        +0.96      |       -1.05      |          0   |        26   |       28      |
|        +0.97      |       -1.25      |         90   |        26   |       29      |
|        +0.99      |       -1.07      |          0   |        26   |       29      |
|        -0.00      |       -0.08      |         90   |        26   |       30      |
|        -0.01      |       -0.14      |          0   |        26   |       30      |
|        +0.87      |       -1.44      |         90   |        26   |       31      |
|        -0.01      |       -0.03      |          0   |        26   |       31      |
|        -0.01      |       -0.03      |         90   |        26   |       32      |
|        -0.00      |       -0.07      |          0   |        26   |       32      |
|        -0.00      |       -0.12      |         90   |        26   |       33      |
|        -0.00      |       -0.09      |          0   |        26   |       33      |
|        -0.02      |       -0.17      |         90   |        26   |       34      |
|        +0.96      |       -1.47      |          0   |        26   |       34      |
|        +0.89      |       -2.07      |         90   |        26   |       35      |
|        +0.83      |       -1.38      |          0   |        26   |       35      |
|        -0.00      |       -0.12      |         90   |        26   |       36      |
|        -0.00      |       -0.07      |          0   |        26   |       36      |
|        -0.05      |       -0.28      |         90   |        26   |       37      |
|        -0.01      |       -0.04      |          0   |        26   |       37      |
|        -0.00      |       -0.10      |         90   |        26   |       38      |
|        -0.10      |       -0.00      |          0   |        26   |       38      |
|        -0.00      |       -0.07      |         90   |        26   |       39      |
|        -0.00      |       -0.09      |          0   |        26   |       39      |
|        -0.05      |       -0.00      |         90   |        26   |       40      |
|        -0.03      |       -0.01      |          0   |        26   |       40      |
|        +0.96      |       -1.39      |         90   |        26   |       41      |
|        +0.75      |       -1.14      |          0   |        26   |       41      |
|        -0.00      |       -0.06      |         90   |        26   |       42      |
|        -0.00      |       -0.05      |          0   |        26   |       42      |
|        -0.03      |       -0.22      |         90   |        26   |       43      |
|        -0.02      |       -0.18      |          0   |        26   |       43      |
|        -0.01      |       -0.14      |         90   |        26   |       44      |
|        -0.03      |       -0.01      |          0   |        26   |       44      |
|        -0.00      |       -0.12      |         90   |        26   |       45      |
|        -0.02      |       -0.17      |          0   |        26   |       45      |
|        -0.03      |       -0.23      |         90   |        26   |       46      |
|        -0.01      |       -0.13      |          0   |        26   |       46      |
|        -0.05      |       -0.00      |         90   |        26   |       47      |
|        -0.00      |       -0.08      |          0   |        26   |       47      |
|        -0.00      |       -0.13      |         90   |        26   |       48      |
|        -0.01      |       -0.03      |          0   |        26   |       48      |
|        -0.00      |       -0.06      |         90   |        26   |       49      |
|        -0.01      |       -0.04      |          0   |        26   |       49      |
|        -0.02      |       -0.02      |         90   |        26   |       50      |
|        -0.00      |       -0.05      |          0   |        26   |       50      |
|        -0.00      |       -0.10      |         90   |        26   |       51      |
|        -0.00      |       -0.05      |          0   |        26   |       51      |
|        -0.00      |       -0.10      |         90   |        26   |       52      |
|        -0.00      |       -0.07      |          0   |        26   |       52      |
|        -0.00      |       -0.13      |         90   |        26   |       53      |
|        -0.04      |       -0.01      |          0   |        26   |       53      |
|        -0.00      |       -0.06      |         90   |        26   |       54      |
|        -0.00      |       -0.12      |          0   |        26   |       54      |
|        -0.00      |       -0.13      |         90   |        26   |       55      |
|        -0.00      |       -0.06      |          0   |        26   |       55      |
|        -0.04      |       -0.24      |         90   |        26   |       56      |
|        -0.02      |       -0.02      |          0   |        26   |       56      |
|        -0.01      |       -0.13      |         90   |        26   |       57      |
|        -0.01      |       -0.16      |          0   |        26   |       57      |
|        -0.02      |       -0.19      |         90   |        26   |       58      |
|        -0.00      |       -0.09      |          0   |        26   |       58      |
|        -0.01      |       -0.16      |         90   |        26   |       59      |
|        -0.02      |       -0.18      |          0   |        26   |       59      |
|        +0.98      |       -1.88      |         90   |        27   |       10      |
|        +0.99      |       -1.64      |          0   |        27   |       10      |
|        +1.00      |       -1.16      |         90   |        27   |       11      |
|        +0.99      |       -1.59      |          0   |        27   |       11      |
|        +0.99      |       -1.66      |         90   |        27   |       12      |
|        +1.00      |       -1.09      |          0   |        27   |       12      |
|        +0.98      |       -1.68      |         90   |        27   |       13      |
|        +1.00      |       -0.84      |          0   |        27   |       13      |
|        +0.99      |       -1.50      |         90   |        27   |       14      |
|        +0.99      |       -1.35      |          0   |        27   |       14      |
|        +0.98      |       -2.62      |         90   |        27   |       15      |
|        +1.00      |       -1.36      |          0   |        27   |       15      |
|        +0.99      |       -1.82      |         90   |        27   |       16      |
|        +0.99      |       -1.15      |          0   |        27   |       16      |
|        +1.00      |       -1.67      |         90   |        27   |       17      |
|        +1.00      |       -1.54      |          0   |        27   |       17      |
|        +1.00      |       -1.67      |         90   |        27   |       18      |
|        +1.00      |       -1.35      |          0   |        27   |       18      |
|        +0.99      |       -1.65      |         90   |        27   |       19      |
|        +0.98      |       -1.03      |          0   |        27   |       19      |
|        +0.98      |       -2.48      |         90   |        27   |       20      |
|        +0.99      |       -1.15      |          0   |        27   |       20      |
|        +0.99      |       -1.02      |         90   |        27   |       21      |
|        +0.97      |       -1.83      |          0   |        27   |       21      |
|        +1.00      |       -1.26      |         90   |        27   |       22      |
|        +0.99      |       -1.36      |          0   |        27   |       22      |
|        +0.95      |       -2.67      |         90   |        27   |       23      |
|        +0.91      |       -1.32      |          0   |        27   |       23      |
|        +0.99      |       -1.64      |         90   |        27   |       24      |
|        +0.95      |       -0.84      |          0   |        27   |       24      |
|        +0.86      |       -1.77      |         90   |        27   |       25      |
|        +0.96      |       -1.60      |          0   |        27   |       25      |
|        -0.00      |       -0.08      |         90   |        27   |       26      |
|        +0.79      |       -1.63      |          0   |        27   |       26      |
|        -0.03      |       -0.01      |         90   |        27   |       27      |
|        -0.07      |       -0.30      |          0   |        27   |       27      |
|        +0.67      |       -1.12      |         90   |        27   |       28      |
|        +0.94      |       -1.37      |          0   |        27   |       28      |
|        -0.03      |       -0.01      |         90   |        27   |       29      |
|        +0.98      |       -1.48      |          0   |        27   |       29      |
|        +0.92      |       -2.01      |         90   |        27   |       30      |
|        +0.98      |       -2.26      |          0   |        27   |       30      |
|        +0.97      |       -1.88      |         90   |        27   |       31      |
|        +0.98      |       -1.42      |          0   |        27   |       31      |
|        +0.95      |       -1.56      |         90   |        27   |       32      |
|        +0.98      |       -1.33      |          0   |        27   |       32      |
|        -0.00      |       -0.07      |         90   |        27   |       33      |
|        -0.00      |       -0.09      |          0   |        27   |       33      |
|        -0.01      |       -0.03      |         90   |        27   |       34      |
|        -0.01      |       -0.14      |          0   |        27   |       34      |
|        -0.00      |       -0.13      |         90   |        27   |       35      |
|        -0.01      |       -0.05      |          0   |        27   |       35      |
|        -0.03      |       -0.22      |         90   |        27   |       36      |
|        -0.01      |       -0.13      |          0   |        27   |       36      |
|        -0.02      |       -0.20      |         90   |        27   |       37      |
|        -0.00      |       -0.11      |          0   |        27   |       37      |
|        -0.00      |       -0.05      |         90   |        27   |       38      |
|        -0.00      |       -0.08      |          0   |        27   |       38      |
|        -0.02      |       -0.19      |         90   |        27   |       39      |
|        -0.01      |       -0.14      |          0   |        27   |       39      |
|        -0.02      |       -0.02      |         90   |        27   |       40      |
|        -0.01      |       -0.13      |          0   |        27   |       40      |
|        -0.00      |       -0.07      |         90   |        27   |       41      |
|        -0.00      |       -0.06      |          0   |        27   |       41      |
|        -0.00      |       -0.05      |         90   |        27   |       42      |
|        -0.03      |       -0.20      |          0   |        27   |       42      |
|        -0.00      |       -0.11      |         90   |        27   |       43      |
|        -0.03      |       -0.02      |          0   |        27   |       43      |
|        -0.04      |       -0.01      |         90   |        27   |       44      |
|        -0.00      |       -0.06      |          0   |        27   |       44      |
|        -0.00      |       -0.06      |         90   |        27   |       45      |
|        -0.00      |       -0.08      |          0   |        27   |       45      |
|        -0.01      |       -0.04      |         90   |        27   |       46      |
|        -0.03      |       -0.01      |          0   |        27   |       46      |
|        -0.01      |       -0.03      |         90   |        27   |       47      |
|        -0.00      |       -0.05      |          0   |        27   |       47      |
|        -0.00      |       -0.11      |         90   |        27   |       48      |
|        -0.00      |       -0.10      |          0   |        27   |       48      |
|        -0.02      |       -0.01      |         90   |        27   |       49      |
|        -0.00      |       -0.08      |          0   |        27   |       49      |
|        -0.00      |       -0.08      |         90   |        27   |       50      |
|        -0.00      |       -0.05      |          0   |        27   |       50      |
|        -0.00      |       -0.06      |         90   |        27   |       51      |
|        -0.00      |       -0.10      |          0   |        27   |       51      |
|        -0.00      |       -0.11      |         90   |        27   |       52      |
|        -0.00      |       -0.09      |          0   |        27   |       52      |
|        -0.00      |       -0.11      |         90   |        27   |       53      |
|        -0.01      |       -0.15      |          0   |        27   |       53      |
|        -0.01      |       -0.13      |         90   |        27   |       54      |
|        -0.01      |       -0.14      |          0   |        27   |       54      |
|        -0.00      |       -0.08      |         90   |        27   |       55      |
|        -0.01      |       -0.03      |          0   |        27   |       55      |
|        -0.00      |       -0.06      |         90   |        27   |       56      |
|        -0.03      |       -0.01      |          0   |        27   |       56      |
|        -0.03      |       -0.22      |         90   |        27   |       57      |
|        -0.03      |       -0.01      |          0   |        27   |       57      |
|        -0.00      |       -0.10      |         90   |        27   |       58      |
|        -0.00      |       -0.10      |          0   |        27   |       58      |
|        -0.00      |       -0.07      |         90   |        27   |       59      |
|        -0.00      |       -0.09      |          0   |        27   |       59      |
|        +1.00      |       -0.80      |         90   |        28   |       10      |
|        +1.00      |       -1.36      |          0   |        28   |       10      |
|        +0.99      |       -1.07      |         90   |        28   |       11      |
|        +1.00      |       -1.60      |          0   |        28   |       11      |
|        +0.99      |       -1.86      |         90   |        28   |       12      |
|        +0.99      |       -1.04      |          0   |        28   |       12      |
|        +1.00      |       -0.98      |         90   |        28   |       13      |
|        +0.98      |       -1.41      |          0   |        28   |       13      |
|        +0.99      |       -0.93      |         90   |        28   |       14      |
|        +0.98      |       -1.08      |          0   |        28   |       14      |
|        +0.99      |       -1.41      |         90   |        28   |       15      |
|        +0.99      |       -1.99      |          0   |        28   |       15      |
|        +0.99      |       -1.14      |         90   |        28   |       16      |
|        +0.99      |       -1.48      |          0   |        28   |       16      |
|        +0.99      |       -1.25      |         90   |        28   |       17      |
|        +1.00      |       -1.34      |          0   |        28   |       17      |
|        +1.00      |       -0.67      |         90   |        28   |       18      |
|        +1.00      |       -1.17      |          0   |        28   |       18      |
|        +0.99      |       -0.93      |         90   |        28   |       19      |
|        +1.00      |       -1.70      |          0   |        28   |       19      |
|        +0.98      |       -0.60      |         90   |        28   |       20      |
|        +1.00      |       -1.00      |          0   |        28   |       20      |
|        +0.98      |       -1.78      |         90   |        28   |       21      |
|        +1.00      |       -1.61      |          0   |        28   |       21      |
|        +0.98      |       -0.92      |         90   |        28   |       22      |
|        +0.99      |       -1.84      |          0   |        28   |       22      |
|        +1.00      |       -1.21      |         90   |        28   |       23      |
|        +1.00      |       -1.81      |          0   |        28   |       23      |
|        +0.95      |       -1.42      |         90   |        28   |       24      |
|        +0.99      |       -1.46      |          0   |        28   |       24      |
|        +0.95      |       -0.15      |         90   |        28   |       25      |
|        +1.00      |       -1.81      |          0   |        28   |       25      |
|        +0.99      |       -1.54      |         90   |        28   |       26      |
|        +0.99      |       -1.31      |          0   |        28   |       26      |
|        +0.94      |       -1.82      |         90   |        28   |       27      |
|        +1.00      |       -1.83      |          0   |        28   |       27      |
|        +1.00      |       -1.29      |         90   |        28   |       28      |
|        +1.00      |       -1.04      |          0   |        28   |       28      |
|        +0.98      |       -2.01      |         90   |        28   |       29      |
|        +0.94      |       -1.02      |          0   |        28   |       29      |
|        +0.97      |       -1.00      |         90   |        28   |       30      |
|        +0.99      |       -0.43      |          0   |        28   |       30      |
|        +0.64      |       -1.59      |         90   |        28   |       31      |
|        +1.00      |       -1.16      |          0   |        28   |       31      |
|        +0.96      |       -1.28      |         90   |        28   |       32      |
|        +1.00      |       -1.18      |          0   |        28   |       32      |
|        +1.00      |       -1.51      |         90   |        28   |       33      |
|        -0.03      |       -0.01      |          0   |        28   |       33      |
|        -0.01      |       -0.16      |         90   |        28   |       34      |
|        -0.00      |       -0.11      |          0   |        28   |       34      |
|        +0.98      |       -1.20      |         90   |        28   |       35      |
|        +0.74      |       -1.08      |          0   |        28   |       35      |
|        -0.00      |       -0.08      |         90   |        28   |       36      |
|        -0.00      |       -0.10      |          0   |        28   |       36      |
|        -0.00      |       -0.10      |         90   |        28   |       37      |
|        -0.01      |       -0.15      |          0   |        28   |       37      |
|        -0.04      |       -0.01      |         90   |        28   |       38      |
|        -0.00      |       -0.12      |          0   |        28   |       38      |
|        +0.99      |       -1.33      |         90   |        28   |       39      |
|        -0.01      |       -0.03      |          0   |        28   |       39      |
|        +0.63      |       -1.29      |         90   |        28   |       40      |
|        +0.33      |       -0.94      |          0   |        28   |       40      |
|        -0.00      |       -0.10      |         90   |        28   |       41      |
|        -0.00      |       -0.10      |          0   |        28   |       41      |
|        -0.00      |       -0.13      |         90   |        28   |       42      |
|        -0.00      |       -0.10      |          0   |        28   |       42      |
|        -0.02      |       -0.02      |         90   |        28   |       43      |
|        -0.00      |       -0.09      |          0   |        28   |       43      |
|        -0.00      |       -0.08      |         90   |        28   |       44      |
|        -0.00      |       -0.11      |          0   |        28   |       44      |
|        -0.01      |       -0.03      |         90   |        28   |       45      |
|        -0.03      |       -0.01      |          0   |        28   |       45      |
|        -0.00      |       -0.08      |         90   |        28   |       46      |
|        -0.05      |       -0.25      |          0   |        28   |       46      |
|        -0.00      |       -0.07      |         90   |        28   |       47      |
|        -0.01      |       -0.04      |          0   |        28   |       47      |
|        -0.00      |       -0.06      |         90   |        28   |       48      |
|        -0.00      |       -0.08      |          0   |        28   |       48      |
|        -0.00      |       -0.11      |         90   |        28   |       49      |
|        -0.00      |       -0.07      |          0   |        28   |       49      |
|        -0.00      |       -0.11      |         90   |        28   |       50      |
|        -0.00      |       -0.11      |          0   |        28   |       50      |
|        -0.02      |       -0.02      |         90   |        28   |       51      |
|        -0.00      |       -0.13      |          0   |        28   |       51      |
|        -0.00      |       -0.05      |         90   |        28   |       52      |
|        -0.02      |       -0.19      |          0   |        28   |       52      |
|        -0.00      |       -0.12      |         90   |        28   |       53      |
|        -0.01      |       -0.13      |          0   |        28   |       53      |
|        -0.00      |       -0.10      |         90   |        28   |       54      |
|        -0.01      |       -0.16      |          0   |        28   |       54      |
|        -0.00      |       -0.05      |         90   |        28   |       55      |
|        -0.03      |       -0.21      |          0   |        28   |       55      |
|        -0.03      |       -0.23      |         90   |        28   |       56      |
|        -0.00      |       -0.11      |          0   |        28   |       56      |
|        -0.00      |       -0.09      |         90   |        28   |       57      |
|        -0.01      |       -0.15      |          0   |        28   |       57      |
|        -0.01      |       -0.15      |         90   |        28   |       58      |
|        -0.01      |       -0.04      |          0   |        28   |       58      |
|        -0.00      |       -0.09      |         90   |        28   |       59      |
|        -0.00      |       -0.10      |          0   |        28   |       59      |
|        +1.00      |       -0.40      |         90   |        29   |       10      |
|        +0.99      |       -1.28      |          0   |        29   |       10      |
|        +0.99      |       -1.29      |         90   |        29   |       11      |
|        +0.99      |       -1.05      |          0   |        29   |       11      |
|        +0.98      |       -0.76      |         90   |        29   |       12      |
|        +0.99      |       -0.85      |          0   |        29   |       12      |
|        +0.99      |       -1.13      |         90   |        29   |       13      |
|        +0.98      |       -0.60      |          0   |        29   |       13      |
|        +0.98      |       -0.99      |         90   |        29   |       14      |
|        +0.99      |       -1.92      |          0   |        29   |       14      |
|        +0.99      |       -1.73      |         90   |        29   |       15      |
|        +0.99      |       -0.42      |          0   |        29   |       15      |
|        +1.00      |       -0.57      |         90   |        29   |       16      |
|        +0.99      |       -1.16      |          0   |        29   |       16      |
|        +0.99      |       -1.64      |         90   |        29   |       17      |
|        +1.00      |       -1.16      |          0   |        29   |       17      |
|        +1.00      |       -1.25      |         90   |        29   |       18      |
|        +0.99      |       -1.31      |          0   |        29   |       18      |
|        +0.99      |       -0.82      |         90   |        29   |       19      |
|        +0.96      |       -0.69      |          0   |        29   |       19      |
|        +0.98      |       -0.69      |         90   |        29   |       20      |
|        +0.99      |       -1.47      |          0   |        29   |       20      |
|        +0.98      |       -0.63      |         90   |        29   |       21      |
|        +1.00      |       -0.94      |          0   |        29   |       21      |
|        +0.97      |       -1.62      |         90   |        29   |       22      |
|        +0.99      |       -0.70      |          0   |        29   |       22      |
|        +1.00      |       -1.38      |         90   |        29   |       23      |
|        +0.99      |       -1.10      |          0   |        29   |       23      |
|        +0.99      |       -1.02      |         90   |        29   |       24      |
|        +0.92      |       -1.21      |          0   |        29   |       24      |
|        +0.97      |       -0.99      |         90   |        29   |       25      |
|        +0.97      |       -0.64      |          0   |        29   |       25      |
|        +0.97      |       -1.15      |         90   |        29   |       26      |
|        +1.00      |       -1.14      |          0   |        29   |       26      |
|        +0.99      |       -1.14      |         90   |        29   |       27      |
|        +0.94      |       -1.14      |          0   |        29   |       27      |
|        +1.00      |       -1.02      |         90   |        29   |       28      |
|        +1.00      |       -1.81      |          0   |        29   |       28      |
|        +0.71      |       -1.33      |         90   |        29   |       29      |
|        +0.09      |       -0.31      |          0   |        29   |       29      |
|        +0.73      |       -0.91      |         90   |        29   |       30      |
|        +0.99      |       -1.24      |          0   |        29   |       30      |
|        -0.00      |       -0.10      |         90   |        29   |       31      |
|        +0.15      |       -0.29      |          0   |        29   |       31      |
|        -0.00      |       -0.08      |         90   |        29   |       32      |
|        -0.00      |       -0.08      |          0   |        29   |       32      |
|        +0.58      |       -0.87      |         90   |        29   |       33      |
|        +0.55      |       -0.86      |          0   |        29   |       33      |
|        +0.93      |       -1.41      |         90   |        29   |       34      |
|        +0.93      |       -0.97      |          0   |        29   |       34      |
|        -0.00      |       -0.06      |         90   |        29   |       35      |
|        -0.01      |       -0.04      |          0   |        29   |       35      |
|        -0.01      |       -0.13      |         90   |        29   |       36      |
|        -0.00      |       -0.06      |          0   |        29   |       36      |
|        -0.00      |       -0.07      |         90   |        29   |       37      |
|        -0.00      |       -0.08      |          0   |        29   |       37      |
|        -0.00      |       -0.06      |         90   |        29   |       38      |
|        -0.00      |       -0.10      |          0   |        29   |       38      |
|        +0.74      |       -1.06      |         90   |        29   |       39      |
|        +0.98      |       -0.77      |          0   |        29   |       39      |
|        -0.00      |       -0.06      |         90   |        29   |       40      |
|        -0.00      |       -0.05      |          0   |        29   |       40      |
|        -0.02      |       -0.02      |         90   |        29   |       41      |
|        -0.00      |       -0.12      |          0   |        29   |       41      |
|        -0.02      |       -0.20      |         90   |        29   |       42      |
|        -0.01      |       -0.03      |          0   |        29   |       42      |
|        -0.00      |       -0.09      |         90   |        29   |       43      |
|        -0.00      |       -0.06      |          0   |        29   |       43      |
|        -0.04      |       -0.26      |         90   |        29   |       44      |
|        -0.00      |       -0.06      |          0   |        29   |       44      |
|        -0.01      |       -0.14      |         90   |        29   |       45      |
|        -0.00      |       -0.05      |          0   |        29   |       45      |
|        -0.01      |       -0.04      |         90   |        29   |       46      |
|        -0.00      |       -0.07      |          0   |        29   |       46      |
|        -0.00      |       -0.05      |         90   |        29   |       47      |
|        -0.00      |       -0.12      |          0   |        29   |       47      |
|        -0.04      |       -0.00      |         90   |        29   |       48      |
|        -0.06      |       -0.00      |          0   |        29   |       48      |
|        -0.01      |       -0.04      |         90   |        29   |       49      |
|        -0.00      |       -0.09      |          0   |        29   |       49      |
|        -0.11      |       -0.00      |         90   |        29   |       50      |
|        -0.00      |       -0.12      |          0   |        29   |       50      |
|        -0.01      |       -0.13      |         90   |        29   |       51      |
|        -0.04      |       -0.24      |          0   |        29   |       51      |
|        -0.00      |       -0.08      |         90   |        29   |       52      |
|        -0.01      |       -0.13      |          0   |        29   |       52      |
|        -0.00      |       -0.12      |         90   |        29   |       53      |
|        -0.00      |       -0.06      |          0   |        29   |       53      |
|        -0.00      |       -0.07      |         90   |        29   |       54      |
|        -0.00      |       -0.06      |          0   |        29   |       54      |
|        -0.00      |       -0.07      |         90   |        29   |       55      |
|        -0.00      |       -0.05      |          0   |        29   |       55      |
|        -0.00      |       -0.10      |         90   |        29   |       56      |
|        -0.01      |       -0.04      |          0   |        29   |       56      |
|        -0.05      |       -0.00      |         90   |        29   |       57      |
|        -0.00      |       -0.12      |          0   |        29   |       57      |
|        -0.01      |       -0.14      |         90   |        29   |       58      |
|        -0.00      |       -0.12      |          0   |        29   |       58      |
|        -0.00      |       -0.10      |         90   |        29   |       59      |
|        -0.01      |       -0.04      |          0   |        29   |       59      |
|        +0.99      |       -1.04      |         90   |        30   |       10      |
|        +1.00      |       -1.92      |          0   |        30   |       10      |
|        +0.99      |       -1.41      |         90   |        30   |       11      |
|        +1.00      |       -1.33      |          0   |        30   |       11      |
|        +0.98      |       -1.92      |         90   |        30   |       12      |
|        +1.00      |       -1.73      |          0   |        30   |       12      |
|        +0.99      |       -2.02      |         90   |        30   |       13      |
|        +1.00      |       -1.85      |          0   |        30   |       13      |
|        +1.00      |       -1.95      |         90   |        30   |       14      |
|        +0.99      |       -1.69      |          0   |        30   |       14      |
|        +0.96      |       -1.51      |         90   |        30   |       15      |
|        +0.99      |       -1.72      |          0   |        30   |       15      |
|        +0.99      |       -0.88      |         90   |        30   |       16      |
|        +0.98      |       -1.17      |          0   |        30   |       16      |
|        +1.00      |       -2.13      |         90   |        30   |       17      |
|        +0.99      |       -2.18      |          0   |        30   |       17      |
|        +0.99      |       -1.51      |         90   |        30   |       18      |
|        +0.96      |       -0.76      |          0   |        30   |       18      |
|        +0.99      |       -2.51      |         90   |        30   |       19      |
|        +1.00      |       -2.42      |          0   |        30   |       19      |
|        +0.92      |       -1.98      |         90   |        30   |       20      |
|        +1.00      |       -2.32      |          0   |        30   |       20      |
|        +1.00      |       -2.07      |         90   |        30   |       21      |
|        +0.99      |       -1.97      |          0   |        30   |       21      |
|        +0.98      |       -1.60      |         90   |        30   |       22      |
|        +1.00      |       -1.94      |          0   |        30   |       22      |
|        +0.99      |       -1.65      |         90   |        30   |       23      |
|        +0.99      |       -1.47      |          0   |        30   |       23      |
|        +0.96      |       -1.37      |         90   |        30   |       24      |
|        +1.00      |       -1.91      |          0   |        30   |       24      |
|        +0.99      |       -1.93      |         90   |        30   |       25      |
|        +1.00      |       -1.30      |          0   |        30   |       25      |
|        +1.00      |       -1.42      |         90   |        30   |       26      |
|        +0.97      |       -1.65      |          0   |        30   |       26      |
|        +0.99      |       -2.77      |         90   |        30   |       27      |
|        +0.93      |       -1.43      |          0   |        30   |       27      |
|        +0.79      |       -2.12      |         90   |        30   |       28      |
|        +0.93      |       -1.07      |          0   |        30   |       28      |
|        +0.99      |       -1.68      |         90   |        30   |       29      |
|        +0.96      |       -1.53      |          0   |        30   |       29      |
|        +0.74      |       -1.32      |         90   |        30   |       30      |
|        +1.00      |       -1.43      |          0   |        30   |       30      |
|        +1.00      |       -1.90      |         90   |        30   |       31      |
|        +1.00      |       -1.86      |          0   |        30   |       31      |
|        +0.98      |       -2.01      |         90   |        30   |       32      |
|        +0.98      |       -2.45      |          0   |        30   |       32      |
|        -0.01      |       -0.03      |         90   |        30   |       33      |
|        +0.96      |       -1.13      |          0   |        30   |       33      |
|        -0.02      |       -0.02      |         90   |        30   |       34      |
|        +1.00      |       -1.35      |          0   |        30   |       34      |
|        -0.03      |       -0.01      |         90   |        30   |       35      |
|        -0.01      |       -0.16      |          0   |        30   |       35      |
|        -0.00      |       -0.09      |         90   |        30   |       36      |
|        +0.95      |       -1.18      |          0   |        30   |       36      |
|        +0.94      |       -1.83      |         90   |        30   |       37      |
|        +0.22      |       -0.61      |          0   |        30   |       37      |
|        -0.01      |       -0.15      |         90   |        30   |       38      |
|        +0.17      |       -0.36      |          0   |        30   |       38      |
|        -0.01      |       -0.04      |         90   |        30   |       39      |
|        -0.01      |       -0.03      |          0   |        30   |       39      |
|        -0.00      |       -0.10      |         90   |        30   |       40      |
|        -0.06      |       -0.00      |          0   |        30   |       40      |
|        -0.02      |       -0.01      |         90   |        30   |       41      |
|        -0.02      |       -0.02      |          0   |        30   |       41      |
|        -0.01      |       -0.04      |         90   |        30   |       42      |
|        -0.00      |       -0.08      |          0   |        30   |       42      |
|        -0.01      |       -0.14      |         90   |        30   |       43      |
